product_code,product_description,sbu_code,sbu_description,business_field_desc,business_field_code,business_unit_code,business_unit_desc
SIA-219126-10G,"BETA-BUTYROLACTONE, 98%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-227676-100G,"NICKEL(II) SULFATE HEXAHYDRATE, ACS REA&",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-227676-500G,"NICKEL(II) SULFATE HEXAHYDRATE, 99%, A.C",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-331651-500G,"POLYSTYRENE, AVERAGE MW 35,000",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-442879-1G,"6-HEPTYNOIC ACID, 90%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-46944-100MG-F,FLUORESCEIN ISOTHIOCYANATE DEXTRAN 4000-,035,Detection systems and reagents,Molecular Materials,AS1,LA4,Diagnostics & Regulated Materials
SIA-562629-5G,"NONAFLUOROBUTANE-1-SULFONIC ACID, 97%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIP-78651-1ML,ISOVALERIC ACID,533,"Additional, Phys Prop & Matrix",Reference Materials (RM),C47,LR2,Chemistry
SIA-791768-500G,CARBONATO DE SODIO,778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-81253-250G,"POLIETILENGLICOL {POLI(OXIETILENO)}, 6'0",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-86012804-1VL,"A549 CELLS, HUMAN CAUCASIAN LUNG CARCINO",768,Specialty Cell Culture,Cell Biology Reagents,C17,LR4,Biology
SIA-93615-25G,TRYPSIN FROM FROM PORCINE PANCREAS ACTI&,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-A2383-5G,ADENOSINE 5'-TRIPHOSPHATE DISODIUM SALT,710,Molecular Prep & PCR,Molecular Reagents & Tools,C61,LR4,Biology
SIA-A2404-250UN,ALCOHOL OXIDASE FROM PICHIA PASTORIS,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-A91906-100G-A,"L-ARABINOSA, 98%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-B1793-2UG,BAFILOMYCIN A1,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-BR159600-1EA,"BRAND(TM) WATER JET FILTER PUMP, PP",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-C0625-5G,CAFFEIC ACID,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-C1144-5G,CHLORAZOLE BLACK E,790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
COR-CLS3513-50EA,CORNING(R) COSTAR(R) CELL CULTURE PLATE&,781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-D0632-1G,"DL-Dithiothreitol, >=98% (HPLC), >=99.0%",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-D2006-100G,DEXTRIN TYPE I,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-E8140-1UN,"ELASTASE, LEUKOCYTE FROM HUMAN         &",760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-G1145-500G,"PERLAS DE VIDRIO, LAVADAS CON ACIDO 150-",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
MIL-H9914-1ML,HIS-SELECT NICKEL MAGNETIC AGAROSE BEADS,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-HPA023099-100UL,ANTI-CALB1,696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-K3125-10G,ACIDO DE KOJIC (5-HIDROXI-2-HIDROXIMETIL,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-L5543-2ML,LPS FROM E.COLI 026:B6-READY MADE SOLUTI,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-M8449-10UG,MAN-5 N-GLYCAN,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-MAK322-1KT,COLLAGEN ASSAY KIT,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-P1379-25ML,POLYOXYETHYLENESORBITAN MONOLAURATE,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-P7252-5G,PHOSPHO(ENOL)PYRUVATE                  &,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-SML0245-50MG,CANDESARTAN CILEXETIL,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-T22500-100ML,"N,N,N',N'-TETRAMETHYLETHYLENEDIAMINE, RE",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-U1250-1KG,"UREA, REAGENTPLUS TM, >= 99.5%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-189725-10MG,"AVIDIN, EGG WHITE 1PC X 10MG",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
194434-100ML,CROMOFORO ABTS 1PC X 100ML,696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-W218308-100G-K,"BUTYLATED HYDROXYANISOLE, 99%, FCC, FG",054,Synthetics - F&F,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-WH0001021M1-100UG,MONOCLONAL ANTI-CDK6,696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-Z276243-1EA,WILMAD(R) MICROPROBE NMR TUBE,781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
100983.2500,ETHANOL ABSOLUTE FOR ANALYSIS EMSURE®,736,Classical Solvents for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
101164.0250,AMMONIUM FLUORIDE FOR ANALYSIS EMSURE,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
102066.1000,CALCIUM CARBONATE PRECIPITATED FOR ANALY,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
105621.2500,SODIUM SILICATE SOLUTION EXTRA PURE,529,Mobile and Photometry Workflows,Analytical Chemistry & Solvents,C45,LR2,Chemistry
800408.5000,MALEIC ANHYDRIDE FOR SYNTHESIS,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
808697.1000,O-XYLENE FOR SYNTHESIS 1 L,480,Solvents for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-454990-250ML,ACRILATO DEL ¿TER MET¿LICO DE POLI(ETILE,780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-524441-25G,TETRABROMOTEREPHTHALIC ACID,780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-T206-100G,"D-(-)-TARTARIC ACID, REAGENTPLUS(R), 99%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
100017.2500,ACETONITRILE ECD FID SUPRASOLV,526,Solvents Instrumental Analysis,Analytical Chemistry & Solvents,C45,LR2,Chemistry
104018.0500,GLASS BEADS 6 MM 500 G,737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
104302.0100,HEMATOXYLIN (C.I. 75290) CRYST.,649,H & H - Blue,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
106395.0050,SODIUM CARBONATE ANHYD 99.999 SUPRA,525,Elemental Analysis,Analytical Chemistry & Solvents,C45,LR2,Chemistry
107593.0100,RESORCINOL GR FOR ANALYSIS 100 G,529,Mobile and Photometry Workflows,Analytical Chemistry & Solvents,C45,LR2,Chemistry
116981.0001,Ascorbic Acid Test 50 TESTS,519,Rapid Chemical Testing,Analytical Chemistry & Solvents,C45,LR2,Chemistry
803646.1000,DIISOPROPYLAMINE FOR SYNTHESIS,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
820116.1000,AZELAIC ACID FOR SYNTHESIS 1 KG,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
ROC-10109169001,"RNASE A, 100 MG",755,Roche & Alliances,Partners & Alliances,C15,LR4,Biology
None,Alcian-Blue Staining Solution (100ml),768,Specialty Cell Culture,Cell Biology Reagents,C17,LR4,Biology
None,4-Plex MILLIPLEX Human A-Beta Tau Panel,693,MILLIPLEX Protein Detection,Protein & Pathway Analysis,C16,LR4,Biology
['SCGPS02RE'],Steritop-GP 500mL Express Plus PES .22um,689,Cell & Screening Tools,Cell & General Workflow Tools,C09,LR4,Biology
"['401905-2ML', 'ABC-AB97160-1MG', '401135-2ML', 'AP175', 'ARP-03-61080', 'GMP-p-tau217-Ab-1', 'MABX1901-1KC ', 'MYB-MBS668455-0.1MG', 'SIA-A9544-.5ML', 'SIA-A0170-1ML', 'SIA-G0786-0.4ML', 'SIA-I6284-1MG', 'SIA-I0759-1MG', 'SIA-I0884-1MG', 'AGI-M7240-29']",Anti-human IgG (1mg) KC,640,Diagnostic Bulk and Custom (CF),Critical Raw Materials,AS5,LA4,Diagnostics & Regulated Materials
"['MABX8403-1MG', 'MABX8405-1MG', 'MABX8407-1MG', 'MABX8408-1MG']",Anti-SARS-CoV-2 N mouse ab (7B3),640,Diagnostic Bulk and Custom (CF),Critical Raw Materials,AS5,LA4,Diagnostics & Regulated Materials
SIA-108995-5G,"METHYL THIOGLYCOLATE, 95%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-11702-5G,"BACITRACIN FROM BACILLUS LICHENIFORMIS,&",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-12103C-500ML,"FBS-USA, 500mL",769,Cell Culture Sera,Cell Biology Reagents,C17,LR4,Biology
SUP-13607-1000G,"DIAION HP-20, 1000GM",539,LPLC / Carbon,Analytical Chemistry & Solvents,C45,LR2,Chemistry
USP-1568506-200MG,L-Prolin,531,Drugs & Metrological Institutes,Reference Materials (RM),C47,LR2,Chemistry
SIA-20820-5G,"Butyrylthiocholine iodide, puriss., ?99&",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-240834-100G,"DIPHENYL ETHER, REAGENTPLUS, >=99%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-251275-500G,"CITRIC ACID, 99.5+%, A.C.S. REAGENT",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-265519-100CM2,"SILVER FOIL, THICKNESS 0.025 MM, 99.9% &",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-340855-25ML,"GLUTARIC DIALDEHYDE, 50 WT. % SOLUTION I",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-344702-500G,"MAGNESIUM PHOSPHATE, TRIBASIC HYDRATE",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-456055-25G,"CAMPHENE, 95%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-62316-10G,"LIPASE FROM FROM CANDIDA RUGOSA, ACTIVI&",698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-694037-5G,PIVALATO DE CESIO,774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
AVA-870012P-25MG,18:1 MPB PE,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-93335-250MG,Europium(III)-tris-[3-(heptafluorpropyl-,774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-A3678-25G,AMMONIUM PERSULFATE ELECTROPHORESISREAGE,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-A5441-.2ML,"MONOCLONAL ANTI-B-ACTIN, CLONE AC-15",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-C7522-5MG,CALCIUM IONOPHORE A23187,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-D4506-5G,"4-(DIMETHYLAMINO)CINNAMALDEHYDE, CHROMO&",790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
SIA-D5796-1L,DULBECCO'S MODIFIED EAGLE'S MEDIUM - HIG,694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-E9884-100G,ETHYLENEDIAMINETETRAACETIC ACID ACS&,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-F6932-10MG,"FUCOXANTHIN, CAROTENOID ANTIOXIDANT",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-G0750-50G,"D-(+)-GALACTOSE, >= 99%",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-G8772-100G,"GLASS BEADS, ACID-WASHED 425-600*MICRONS",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-LB3-2ML,"LATEX BEADS, POLYSTYRENE 0.3 MM MEAN PA&",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-LY0100-1KT,LYSOZYME ACTIVITY KIT,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-MAK365-1KT,PHENOLIC COMPOUNDS ASSAY KT,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-N194-25MG,NS-398,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-P5631-5G,O-CRESOLPHTHALEIN COMPLEXONE,790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
SIA-P8920-100ML,POLY-L-LYSINE SOLUTION,790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
SUP-PE1051-2ML,Complex Nutrients - WP,533,"Additional, Phys Prop & Matrix",Reference Materials (RM),C47,LR2,Chemistry
SUP-PHR1109-1G,TAURINE,531,Drugs & Metrological Institutes,Reference Materials (RM),C47,LR2,Chemistry
SUP-PHR2700-50MG,Clotrimazole Related Compound A,531,Drugs & Metrological Institutes,Reference Materials (RM),C47,LR2,Chemistry
SIA-PVP40-100G,"POLYVINYLPYRROLIDONE AV. MOL.*WT. 40,000",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-SML2653-25MG,SORAFENIB,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-T3449-100ML,SOLUCION DE TRIPSINA RECOMBINANTE,694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-T9284-100ML,TRITON(R) X-100 BIOXTRA,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
12659-25GM,"ALBUMIN, BOVINE SERUM, FRACT 1PC X 250GM",P95,PM Core Cell Culture,PM Biology Production Materials,DM2,LA4,Diagnostics & Regulated Materials
204876-1MG,"COMPLEMENT C1Q, HUMAN 1PC X 1MG",P98,PM Protein Prep & Reagents,PM Biology Production Materials,DM2,LA4,Diagnostics & Regulated Materials
SIA-D153303-25G,"HEPES,FREE ACID 1KG",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
70746-4,BENZONASE® NUCLEASE PURITY 1PC X 2.5KUN,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
70967-3,GeneJuice® Transfection Reag 1ML,710,Molecular Prep & PCR,Molecular Reagents & Tools,C61,LR4,Biology
71086-3,KOD Hot Start DNA Polymerase 200 U,710,Molecular Prep & PCR,Molecular Reagents & Tools,C61,LR4,Biology
SIA-189480-500G,OmniPur® Polyoxyethylene (2 1PC X 1L,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SIA-W284815-1KG-K,"PEPPERMINT OIL NATURAL, FCC, FG",052,Extractions- F&F,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-Z2125-10MG,"ZEARALENONE, FUNGAL MYCOTOXIN",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-Z688789-6EA,NUNC(R) UPCELL(TM) SURFACE CELL CULTURE&,781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
101737.0500,BARIUM HYDROXIDE OCTAHYDRATE FOR ANALYSI,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
102733.0250,COPPER(II) CHLORIDE DIHYDRATE FOR ANALYS,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
174007.0001,Display resistiv cpl. 1 PC,733,POU Service,Analytical Chemistry & Solvents,C45,LR2,Chemistry
814674.0250,2-MERCAPTOBENZOTHIAZOLE FOR SYNTHESIS,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-213268-100G,"CALCIUM HYDRIDE,POWDER, 0-2MM, REAGENT",778,Inorganics for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
SIA-P11204-1G,"PERYLENE, 99+%",790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
SIA-S6501-100G,STREPTOMYCIN SULFATE,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
101207.0500,DI-AMMONIUM HYDROGEN PHOSPHATE FOR ANALY,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
102109.1000,CALCIUM OXIDE FROM MARBLE SMALL LUMPS CA,737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
105554.0001,SILICA GEL 60 F254 25 TLC ALUMINIUM SHEE,528,Thin-Layer Chromatography,Analytical Chemistry & Solvents,C45,LR2,Chemistry
105741.0250,MOLECULAR SIEVE 0.3 NM 250 G,737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
106549.0100,SODIUM NITRITE FOR ANALYSIS EMSURE,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
107536.0250,"QUARTZ FINE GRAN.,F/ANALYSIS 250 G",737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
109016.0500,NEO-MOUNT ANHYDROUS MOUNTING MEDIUM FOR,649,H & H - Blue,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
109445.0500,BUFFER SOLUTION PH 4.00 PH 4 500 ML,533,"Additional, Phys Prop & Matrix",Reference Materials (RM),C47,LR2,Chemistry
170340.0100,PHOSPHORUS ICP STANDARD TRACEABLE TO SRM,532,Organic & Inorganic Contaminants,Reference Materials (RM),C47,LR2,Chemistry
199015.0500,Buffer solution  pH 1.68 (Potassium t,533,"Additional, Phys Prop & Matrix",Reference Materials (RM),C47,LR2,Chemistry
490683.7001,"PHOSSTOP, 20 TABLETS",755,Roche & Alliances,Partners & Alliances,C15,LR4,Biology
820818.0100,2-METHYLPENTANE FOR SYNTHESIS,480,Solvents for Research,Analytical Chemistry & Solvents,C45,LR2,Chemistry
"['XX6200006P', 'XX6200006P-1']","Forceps, blunt end, stainless steel 3pk",605,Analytical Workflow Tools,Cell & General Workflow Tools,C09,LR4,Biology
None,"SRANK-LIGAND, HU-10UG",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
None,"TRA-1-81, MSX-100UG",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
None,GlassFiberDiagnoPad10mmx300mmstrips100pk,635,Lateral Flow Membrane (CA),Critical Raw Materials,AS5,LA4,Diagnostics & Regulated Materials
None,MilliplexCatID.HSTCMAG-28SK-05.Hu.HighSe,693,MILLIPLEX Protein Detection,Protein & Pathway Analysis,C16,LR4,Biology
None,"Anti-beta-Actin, clone RM112",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
"['S2GPU02RE', 'S2GPU05RE', 'S2GPU10RE']",Stericup-GP 500mL Express Plus PES .22um,689,Cell & Screening Tools,Cell & General Workflow Tools,C09,LR4,Biology
None,HCYTA-60K-25 Human Cyto Panel A,693,MILLIPLEX Protein Detection,Protein & Pathway Analysis,C16,LR4,Biology
SUP-03416-100MG,Thymoquinone,533,"Additional, Phys Prop & Matrix",Reference Materials (RM),C47,LR2,Chemistry
SIA-103799-10G,"PENTAFLUOROPHENOL, REAGENTPLUS(R), >=99%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SUP-14389-10MG,DELPHINIDIN CHLORIDE,530,Endogenous Metabolites And Natural Products,Reference Materials (RM),C47,LR2,Chemistry
SIA-175501-100ML,BORON TRIFLUORIDE DIETHYL ETHERATE,774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-182028-500G,"Poly(ethylene oxide), average Mv 600,00&",780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-193992-5G,"N,N-DIMETHYL-P-PHENYLENEDIAMINE, 97%",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-225770-4x100ML,"LITHIUM BIS(TRIMETHYLSILYL)AMIDE, &",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-42396-100ML,Palladium Standard for ICP-MS,532,Organic & Inorganic Contaminants,Reference Materials (RM),C47,LR2,Chemistry
SIA-450561-5G,11-MERCAPTOUNDECANSAEURE 95%,780,Material Science,Material Science & Flavors and Fragrances (F&F),C36,LR2,Chemistry
SIA-46945-500MG-F,FLUORESCEIN ISOTHIOCYANATE DEXTRAN 70000,035,Detection systems and reagents,Molecular Materials,AS1,LA4,Diagnostics & Regulated Materials
SIA-69785-250ML,"DL-LACTIC ACID, APPROX. 90% T",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-722081-5G,"2,5-FURANDICARBOXYLIC ACID",774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-86500-5G,TESTOSTERON,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-93834-25MG,2-CLORO-4-NITROFENIL-ALFA-D-MALTOTRIOSID,760,Protein Prep & Reagents,Molecular Reagents & Tools,C61,LR4,Biology
SIA-BR781301-1000EA,"BRAND(TM) PCR-TUBES, 0.2 ML, ROSE, IND&",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-C1345-10G,"CATALASE FROM FROM BOVINE LIVER, BIOREA&",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-CLS432008-1EA,"CORNING(R) COOLCELL(R) FTS30, FREEZING C",781,Premier & Partnerships,Partners & Alliances,C15,LR4,Biology
SIA-D0627-25MG,"N6,2'-O-DIBUTYRYLADENOSINE 3':5'-CYCLIC",710,Molecular Prep & PCR,Molecular Reagents & Tools,C61,LR4,Biology
SIA-D8821-10G,DEXTRAN FROM LEUCONOSTOC MESENTEROIDES&,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-E166-100UL,"MONOCLONAL ANTI-ENDOTHELIN-1, CLONE TR.E",696,Antibody Technologies,Protein & Pathway Analysis,C16,LR4,Biology
SIA-F6627-1G,5-FLUOROURACIL,790,H & H - Red,Regulated Materials,AS9,LA4,Diagnostics & Regulated Materials
SUP-H-099-1ML,7-HYDROXYMITRAGYNINE,535,Drugs & Metrological Institutes,Reference Materials (RM),C47,LR2,Chemistry
SIA-H3274-1G,HYGROMYCIN B FROM STREPTOMYCES*HYGROSCOP,694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-M3778-50MG,"N-METHYL-N-PROPARGYL-3-(2,4-",698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-M4655-500ML,"MINIMUM ESSENTIAL MEDIUM EAGLE, WITH EAR",694,Cell Culture Essentials,Cell Biology Reagents,C17,LR4,Biology
SIA-M5750-100G,MENADIONE SODIUM BISULFITE,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-M7292-50ML,MEDIUM 16 CON BICARBONATO DE SODIO Y ACI,768,Specialty Cell Culture,Cell Biology Reagents,C17,LR4,Biology
SIA-N3393-25G,"NAPHTHOL BLUE BLACK BIOREAGENT, SUITABL&",69E,Electrophoresis - WB,Molecular Reagents & Tools,C61,LR4,Biology
SIA-O1008-1G,"OLEIC ACID, REAGENT GRADE, 99%",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-O3125-250MG,OUABAIN OCTAHYDRATE,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-O8380-25G,"1-Octanesulfonic acid sodium salt, >=98%",499,BioChem Core,Biochemistry,C35,LR2,Chemistry
SUP-P5555-100MG,PUERARIN,530,Endogenous Metabolites And Natural Products,Reference Materials (RM),C47,LR2,Chemistry
SIA-P9255-1G,"PYRIDOXAL 5'-PHOSPHATE HYDRATE, >=98%",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-Q1250-10G,QUININE HEMISULFATE,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-S4641-500G,SODIUM CITRATE TRIBASIC DIHYDRATE ACS R&,774,Chemical Synthesis - RC,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
SIA-S9765-100G,"STARCH, SOLUBLE ACS REAGENT",777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-SMB01325-100MG,ALBENDAZOLE SULFOXIDE,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
SIA-SML1706-5MG,BRD4354,698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
SIA-T5912-1L,TRIS BUFFERED SALINE 10X CONCENTRATE*ELE,499,BioChem Core,Biochemistry,C35,LR2,Chemistry
126575-10GM,"Albumin, Bovine Serum, Fract 1PC x 10GM",P95,PM Core Cell Culture,PM Biology Production Materials,DM2,LA4,Diagnostics & Regulated Materials
5291-500MG,POLYMYXIN B SULFATE 1PC X 1GM,777,Biochem Specialty & Kits,Biochemistry,C35,LR2,Chemistry
567028-20MG,"SIN-1, HYDROCHLORIDE 1PC X 20MG",698,BSM and Signaling Proteins,Protein & Pathway Analysis,C16,LR4,Biology
100761.1000,SULFUROUS ACID 5-6% SO2 FOR ANALYSIS EMS,702,Classical Inorganics for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
100845.2500,ETHANOLAMINE FOR ANALYSIS EMSURE®,736,Classical Solvents for QC,Analytical Chemistry & Solvents,C45,LR2,Chemistry
104764.0100,IODINE INDICATOR 100 G,737,Safety & Essentials,Analytical Chemistry & Solvents,C45,LR2,Chemistry
112310.0100,SILICON STANDARD SOLUTION TRACEABLE TO S,532,Organic & Inorganic Contaminants,Reference Materials (RM),C47,LR2,Chemistry
800881.1000,ETHYL CHLOROFORMATE FOR SYNTHESIS,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
800974.1000,ALLYL ALCOHOL FOR SYNTHESIS 1 L,650,Organics,Chemical Synthesis & Discovery Chemistry,C34,LR2,Chemistry
['AP4004700'],AP40 GLASS FIBER FILTER 47MM 100/PK,605,Analytical Workflow Tools,Cell & General Workflow Tools,C09,LR4,Biology
