Stockcode,Descripiton,Cat,Sub Cat,SBU,,,,,,,,,,,,,,,,,,,,,
39727-500G,Perfringens Agar BaseNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
45183-500G,Enterococcus Selective AgarNutriSelect &           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
61302-500G-F,"LACTALBUMIN HYDROLYSATE, FOR &           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
63067-100G-F,"TRI-MAGNESIUM DICITRATE NONAHYDRATE, FO&           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70171-500G,"PEPTONE FROM CASEIN, ACID DIGEST, &         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
B8756-10G,BILE SALTS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
T2313-500G,Tryptose AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
3970000004,GEMINI LIQUID CONTAINER            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
55286-5VL,VRE CHROMOSELECT AGAR SUPPLEMENT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
71007-100,GDS E. COLI O157:H7 TQ          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79101,GDS PPMX REMOVABLE TRAY           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
85640-500G,SS-AgarNutriSelect Plus             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
M9802-500G,Malt AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
T1438-500G,Todd Hewitt BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000096-10EA,ENTEROCOCCUS FAECALIS WDCM 9 VITROI          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
52062-500G-F,"LB-Agar, high saltNutriSelect Plus           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
53189-500G,Mannitol Lysine Crystal Violet Brillian&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
67000-96,TRANSIA AG LISTERIA            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
71038-100,GDS CRONOBACTER TQ II           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73044-SIAL,GDS SAMPLE WELLS            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
F171503-960EA,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
S1674-100G,SOY PROTEIN ACID HYDROLYSATE           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000266-10EA,PSEUDOMONAS AERUGINOSA WDCM 26 VITRO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT070946-10EA,Alicyclobacillus acidoterrestris CECT 70           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17209-500G,R-2A AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
19344-500G-F,"LB Agar, VegitoneNutriSelect Plus           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
415530PLATER,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
51161-10DISCS,PSEUDOMONAS ID PADS            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
67631-374G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77187-500G,"Peptone Water, phosphate-bufferedNutriS&            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
S4306-500G,Spirit Blue AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000037-10EA,Bacillus subtilis subsp. spizizenii WDCM          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000212-10EA,Listeria monocytogenes WDCM 21 Vitroi          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
09678-500G,"AMMONIUM BISMUTH CITRATE, CULTURE MEDIA&          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
60788-500G,King Agar ANutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79134-1,"GDS VARIABLE AMP TUBE HOLDER, 72 WELL        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
79146,GDS PPMX SURFACE KEYBOARD CVR          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
87972-5KG-F,PEPTONE ENZYMATIC DIGEST FROM SOYBEAN          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
89176-500G,Muller-Kauffmann Tetrathionate Novobioc&            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RMAUVIB01,VIBRATER FOR MICROSTAR AUTO SPRAYSTATION          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM00775M-10EA,ENTEROCOCCUS FAECALIS NCTC 775 MEDIUM CO         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P7750-100G,PEPTONE TYPE I FROM MEAT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
T1438-100G,Todd Hewitt BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000322-10EA,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS WDCM          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
44653-500G,EC BrothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70159-500G,Tryptone Glucose Extract AgarNutriSelec&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73831-1UN-F,Tinsdalae Supplement             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77148-1PAK-F,X-FACTOR DISKS*             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
D2560-500G,DNase Test Agar with Toluidine BlueNutr&         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
D7809-500G,Deoxycholate Citrate AgarNutriSelect Pl&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
N4642-5KG,"N-Z-CASE(TM) PLUS, CASEIN ENZYMATIC HYDR          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
00563-49.13G-F,MM ChromoSelect AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17137-5VL,"CPC SELECTIVE SUPPLEMENT, FOR MICRO-BIOL          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
49159-1KG,"D(+)-GLUCOSE MONOHYDRATE, FOR &           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70146-500G,Malt Extract BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM06571L-10EA,STAPHYLOCOCCUS AUREUS NCTC 6571 LOW COUN         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P100250009V,"PFZ, 40 X TUBE 9 ML         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000292-10EA,SALMONELLA ENTERICA SUBSP. ENTERICA SERO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001752-10EA,KLEBSIELLA AEROGENES (FORMERLY ENTEROBA           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
10850-100G,"D(-)-ARABINOSE, FOR MICROBIOLOGY            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
39573-500G,BURKHOLDERIA CEPACIA SELECTIVE AGAR           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
40784-5VL,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
51239-5VL-F,OXYTETRA SELECTIVE SUPPLEMENT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
7620031301,GEMINI REAGENT RACK            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C8721-10VL,CETRINIX SUPPLEMENT             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
41712-500G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
51208-500G-F,"LB-Broth, high saltNutriSelect Plus           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70153-500G,"SELENITE BROTH (BASE), FOR &          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
73009-56G-F,ECC ChromoSelect AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73082EU,GDS ROTOR-GENE Q LAPTOP INTL POWER CORD        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RMF02275L-10EA,ASPERGILLUS BRASILIENSIS (FORMERLY ASPER           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RMF03191M-10EA,SACCHAROMYCES CEREVISIAENCPF 3191 MEDIU           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73063,Vortex Mixer*# (supplied by Mkt for Eval        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77187-25KG,"PEPTONE WATER, PHOSPHATE-BUFFERED            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
M1428-500G,MIO MediumNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P1192-250G,PEPTICASE              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
T9032-1KG,Thioglycollate mediumNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000262-10EA,PSEUDOMONAS AERUGINOSA WDCM 26 VITRO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001142-10EA,PSEUDOMONAS AERUGINOSA WDCM 114 VITROI          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
14121-5VL-F,"Lactic Acid Supplement, modified           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
413000PLATER,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
54232-500G,Lactose TTC Agar with TergitolÂ®-7NutriS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
60641-500G,KF-Streptococcus AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
M8802-500G,Malonate BrothNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
T7293-1KG,TRYPTONE MICROBIOLOGICALLY TESTED            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
48300-500G-F,Bile Esculin AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
56917-96TESTS,HYBRISCAND CAMPYLOBACTER             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001596-10EA,STAPHYLOCOCCUS SAPROPHYTICUS WDCM 159           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
22095-500G-F,CASO AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
50195-5VL,LISTERIA UVM I SUPPLEMENT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79145,GDS PPMX MS SURFACE LPTP/KEYBOARD COVER         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
95757-500G-F,VEGETABLE SPECIAL INFUSION POWDER           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BS06908,"COMPASS BACILLUS CEREUS AGAR SUPPL., FOR         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4104-50X2ML,M-YSG Broth in tubes           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT072767-10EA,FLUORIBACTER BOZEMANAE CECT 7276 VITROID          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
50279-5VL,LISTERIA UVM II SUPPLEMENT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
53493-500G,Wort BrothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
68301-96TESTS,HYBRISCAND DRINKS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
78719-25STRIPS-F,"KOVAC'S REAGENT STRIPS BIOCHEMIKA, FOR &         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
78900-1,GEMINI(R)2-LANE SAMPLE RACK BASE           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79156,GDS PPMX CONCENTRATION RGT FILL LEVEL         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
91015-100G,Tributyrin AgarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BM12608,COMPASS BACILLUS CEREUS 20 PLATES          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM00775H-10EA,ENTEROCOCCUS FAECALIS NCTC 775 HIGH COUN         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000906-10EA,ESCHERICHIA COLI WDCM 90 VITROIDS 3         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
07410-500G,Carbohydrate Consumption BrothNutriSele&            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
16922-500G-F,TRYPTONE (VEGETABLE)             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
61397-96TESTS,HYBRISCAND YEAST             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
62355-500G,"LISTERIA SELECTIVE AGAR, FOR MICRO- &         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
70133-2.5KG,Blood Agar (Base)NutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70148-500G,Nutrient AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73426-1KT-F,NITRATE REDUCTION TEST*            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
92144-5KG-F,YEAST EXTRACT             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
M2178-500G,Mycoplasma Agar BaseNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
08449-500G-F,HEMOGLOBIN FROM BOVINE BLOOD           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
34762-250,GDS POSITIVE CONTROL FOR LISTERIA          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70173-500G,PEPTONE FROM CASEIN AND OTHER ANIMAL &        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
74807-5VL,BLOOD FREE CAMPYLOBACTER MEDIUM SELECTIV          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79132-1,GDS AMP TUBE CAPPING TOOL          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79147,GDS PPMX POWER/USB CABLING KIT          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000256-10EA,PSEUDOMONAS AERUGINOSA WDCM 25 VITROI          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000543-10EA,CANDIDA ALBICANS WDCM 54 VITROIDS 80         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
05662-100G-F,Aureus ChromoSelect Agar BaseNutriSelec&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
50725-500G,"NOCIVE BREWERS BACTERIA BROTH, MODIFIED&          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
52424-2.5KG,POTATO INFUSION POWDER            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70159-100G,Tryptone Glucose Extract AgarNutriSelec&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
85463-500G,Simmons Citrate AgarNutriSelect Basic           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
40405-25DISCS-F,HIPPURATE DISKS*             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
63011-200,SUPPLEMENT A SIMPLATE            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
70166-500G,"SKIM MILK POWDER, FOR MICROBIOLOGY          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
78082,MVP ICON(R)INTERNATIONAL ADAPTER KIT           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
78901-1,GEMINI(R)SAMPLE RACK BASE            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
94423-100G,Legionella Enrichment Broth BaseNutriSe&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
B8756-50G,BILE SALTS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
BM13408,HALF-FRASER BROTH 2 FLEXIBLE BAGS 5L         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P6838-1KG,PEPTONE FROM MILK SOLIDS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17184-500G,M-HD ENDO BROTH WITH BRILLIANT GREEN         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73073,"USB CABLE, RG Q ONLY          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
76704-500G-F,mTSB Broth with NovobiocincinNutriSelec&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77730-1KT-F,GRAM STAINING KIT*            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000082-10EA,CLOSTRIDIUM SPOROGENES WDCM 8 VITRO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
05138-500G-F,VEGETABLE EXTRACT NO 1           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73257-25DISCS,DNASE ID PADS            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77007-48TESTS,HYBRISCANI LEUCONOSTOC             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
94309-10X25DISCS,SUCROSE DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM10662M-10EA,PSEUDOMONAS AERUGINOSA NCTC 10662 MEDIUM          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
T9410-250G,TRYPTONE              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
V5262-500G,Veal Infusion BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000062-10EA,Citrobacter freundii WDCM 6 Vitroids          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
00446-25DISCS,UNIVERSAL MICROBIAL LIMIT TEST PADS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
36347-500ML-R,PUFFER 1 FLUORID TISAB1-F           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
39885-500G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
75405-500G,Orange-serum AgarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000366-10EA,STAPHYLOCOCCUS EPIDERMIDIS WDCM 36 VI          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000902-10EA,ESCHERICHIA COLI WDCM 90 VITROIDS 50         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001743-10EA,CLOSTRIDIUM PERFRINGENS WDCM 174 VITRO          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
C0626-5KG,"N-Z-AMINE(R) A, CASEIN ENZYMATIC HYDROLY          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4691-10X200ML,MRS Agar in flasks           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
RQC0001-10EA,CHECK0 BLANK 0 CFU           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
10107-12,44958 TEST             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
17211-500G,Rose bengal Chloramphenicol AgarNutriSe&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
82005-1,GDS Adaptor Box Power Cable US         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P6463-250G,PEPTONE HY-SOY T            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
07770-25G,"4-AMINO-N,N-DIMETHYLANILINE DIHYDRO- &            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
18038-5VL,FRASER SELECTIVE SUPPLEMENT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
55265-500G,Listeria Motility MediumNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77199-500G,"PEPTONE, MYCOLOGICAL, FOR MICRO-           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
79599-500G,VRE ChromoSelect Agar BaseNutriSelect P&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
90924-500G,m-TEC ChromoSelect AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
P100250009,"PEPTON PHYSIOLOGICAL SALT, 40 X TUB         ",BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000143-10EA,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
14703-31.75G,"Cronobacter spp. ChromoSelect Agar, mod&          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
73816-250ML,BG11 BrothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
76020,GDS RG POWER CORD US          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77396-25DISCS,TOTAL COLIFORM ID PADS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
78900,GEMINI 2-LANE SAMPLE RACK           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79197-1,"GDS AMP TUBE CAP RACK, 72 WELL        ",BioM,,,,,,,,,,,,,,,,,,,,,,,
80704-5VL,VCC SELECTIVE SUPPLEMENT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
T9032-500G,Thioglycollate mediumNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
34421-7L-R,METHANOL E FOR PESTICIDE RESIDUE ANALYSI         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
67309-100ML-F,KOVAC'S REAGENT FOR INDOLES*           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
84088-500G,Sabouraud 0.04 Glucose AgarNutriSelect Pl&          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
84100-5KG,"D(+)-SUCROSE, ACS, FOR MICROBIOLOGY           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
92008-500G,Tryptone Bile AgarNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
96724-100TAB,RINGERS SOLUTION 45017 STRENGTH TABLETS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
N4019-1KG,Nutrient agarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000873-10EA,Enterococcus faecalis WDCM 87 Vitroid          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
22160-25G,"D(+)-CELLOBIOSE OCTAACETATE, FOR &           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
73074-30,GDS VAPOR-LOCK             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000306-10EA,SALMONELLA ENTERICA SEROVAR ENTERITIDIS           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001597-10EA,STAPHYLOCOCCUS SAPROPHYTICUS WDCM 159           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
38497-100ML-F,Nitrate Reagent A            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
413009PLATER,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
63580-25G,"D(+)-MANNOSE, FOR MICROBIOLOGY            ",BioM,,,,,,,,,,,,,,,,,,,,,,,
65012-10K,MEHEC              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
66315-1KT-F,PEPTONE TESTKIT             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
67616-212G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
71010-576,GDS LISTERIA MONOCYTOGENES TQ           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
77653-10X25DISCS,MALTOSE DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
82001-1,GDS Adaptor Box Ethernet CableÂ USB          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
82265-5VL-F,M-CP SELECTIVE SUPPLEMENT II           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW5112-10X200ML,Plate Count Agar in Flasks          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
05290-25TESTS-F,STERILITY INDICATOR (RADIATION STERILIZA           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
61044-1KG,TRYPTONE PLUS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73085-SIAL,GDS PICKPEN TIPS BULK           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
78419-250G-F,Salmonella ChromoSelect AgarNutriSelect&            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
79105,GDS PPMX PIPETTE TIP RELOAD RACK         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
90923-41.65G,MeReSa ChromoSelect Agar BaseNutriSelec&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
FA10011-1EA,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
S1674-1KG,SOY PROTEIN ACID HYDROLYSATE           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
22470-500G-F,Cetrimide AgarNutriSelect Plus            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
51387-5VL,MRSA SELECTIVE SUPPLEMENT            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
55661-96TESTS,HYBRISCAND LISTERIA             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
66005-100,SIMPLATE TOTAL COLIFORM & E. COLI S        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
69198-500G,"Fraser Broth, BaseNutriSelect Plus           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
75605-100G-F,m-CP Agar BaseNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
89788-1PAK-F,V-FACTOR DISKS*             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CRM13170L-10EA,CLOSTRIDIUM PERFRINGENS NCTC 13170 LOW C         ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001145-10EA,PSEUDOMONAS AERUGINOSA WDCM 114 VITROI          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT001773-10EA,ENTEROCOCCUS FAECIUM WDCM 177 VITROIDS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
49862-50DISCS-F,NITROCEFIN DISKS*             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
76448-500G,MARINE BROTH 2216            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
80547-500G-F,Rhamnose BrothNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
91903-500G,Bryant and Burkey MediumNutriSelect Plus          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
M1678-500G,MUG EC BrothNutriSelect Plus           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
O3506-1KG,Oatmeal agarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
34894-6X1L,"PENTANE, TLC HIGH-PURITY GRADE, >=99%          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
71008-576,GDS SALMONELLA TQ            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
83714-100ML-F,XLT4 AGAR SUPPLEMENT*            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW4071-20X20ML,MALT EXTRACT AGAR ACIDIFIED (PH4.3) IN T        ,BioM,,,,,,,,,,,,,,,,,,,,,,,
55876-10X25DISCS,ADONITOL DISCS             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
66340-5VL,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
67683-256G,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
74042-50DISCS-F,OPTOCHIN DISKS*             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
83400-100G,"D(+)-RAFFINOSE PENTAHYDRATE, FOR &           ",BioM,,,,,,,,,,,,,,,,,,,,,,,
88517-500G-F,BSM AgarNutriSelect Basic            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
CCW5078-10X450ML,              ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000067-10EA,Citrobacter freundii WDCM 6 Vitroids          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
VT000105-10EA,ENTEROCOCCUS FAECIUM WDCM 10 VITROIDS          ,BioM,,,,,,,,,,,,,,,,,,,,,,,
49825-50ML-F,DMACA REAGENT*             ,BioM,,,,,,,,,,,,,,,,,,,,,,,
90765-25KG,"PEPTONE FROM SOYBEAN, ENZYMATIC DIGEST          ",BioM,,,,,,,,,,,,,,,,,,,,,,,
51759-100G-F,Rapid Enterococci ChromoSelect AgarNutr&           ,BioM,,,,,,,,,,,,,,,,,,,,,,,
73006-SIAL,GDS RESUSPENSION PLATES            ,BioM,,,,,,,,,,,,,,,,,,,,,,,
