Record Id,Account Segmentation Name,Account Segmentation Owner.id,Account Segmentation Owner,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Last Activity Time,Currency,Tag,Unsubscribed Mode,Unsubscribed Time,Is Uni?,Department (ภาควิชา),Faculty (คณะ),Products,Account Code,Original Account Record.id,Original Account Record,Note,Business Sector,Activities,Secondary Industry,Primary Industry,Locked,Website,Winspeed CUSTID,Connected To.module,Connected To.id
zcrm_4312195000052702083,โรงเรียนสายธรรมจันทร์,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-SC-SAI,zcrm_4312195000039884372,โรงเรียนสายธรรมจันทร์,,เอกชน,,,School,false,,156004,,
zcrm_4312195000052702084,บริษัท เอสซีจี แพคเกจจิ้ง จำกัด (มหาชน),zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Packaging,ZH-SCGP,zcrm_4312195000039770146,บริษัท เอสซีจี แพคเกจจิ้ง จำกัด (มหาชน),,เอกชน,Manufacturing,,Packaging,false,https://investor.scgpackaging.com/th,156001,,
zcrm_4312195000052702085,บริษัท โตเกียว อิ๊งค์ (ประเทศไทย) จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-TKI,zcrm_4312195000039643994,บริษัท โตเกียว อิ๊งค์ (ประเทศไทย) จำกัด,เม็ดพลาสติก,เอกชน,,,Plastic and Rubber,false,http://www.tokyoinkthailand.com/,155015,,
zcrm_4312195000052702086,"LT Vietnam Technology Co.,Ltd",zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-LTVT,zcrm_4312195000039433232,"LT Vietnam Technology Co.,Ltd","เครื่องมือวิทยาศาสตร์,เคมีภัณฑ์ เวียตนาม",เอกชน,Distribution,,Scientific Distributor,false,,155013,,
zcrm_4312195000052702087,บริษัท ศูนย์ห้องปฏิบัติการและวิจัยทางการแพทย์และการเกษตรแห่งเอเซีย จำกัด (มหาชน),zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,"F&B,Pharmarcy",ZH-AMARC,zcrm_4312195000038866571,บริษัท ศูนย์ห้องปฏิบัติการและวิจัยทางการแพทย์และการเกษตรแห่งเอเซีย จำกัด (มหาชน),เกษตร อาหาร และ ยา,เอกชน,Lab Service,,Lab service,false,https://amarc.co.th/,155012,,
zcrm_4312195000052702088,XL Biotech,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Chemical,ZH-DL-XL001,zcrm_4312195000038795751,บริษัท เอ็กซ์แอล ไบโอเทค จำกัด,เคมีภัณฑ์,เอกชน,Distribution,,Scientific Distributor,false,https://www.xlbiotec.com/collections/all,155009,,
zcrm_4312195000052702089,บริษัท เชียงใหม่ วีเอ็ม จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,"Chemical,Lab instrument",ZH-DL-CM003,zcrm_4312195000038730452,บริษัท เชียงใหม่ วีเอ็ม จำกัด,"เครื่องมือวิทยาศาสตร์,เคมีภัณฑ์",เอกชน,Distribution,,Scientific Distributor,false,https://www.facebook.com/CMVM2000/,155008,,
zcrm_4312195000052702090,Wendt Grinding Technologies Limited,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-WGTL,zcrm_4312195000038402088,Wendt Grinding Technologies Limited,grinding machine,เอกชน,,Machinery,Manufacturing,false,,155005,,
zcrm_4312195000052702091,ศูนย์อ้างอิงโรคปากและเท้าเปื่อย ภูมิภาคเอเชียตะวันออกเฉียงใต้,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-DLD-RRL,zcrm_4312195000038387596,ศูนย์อ้างอิงโรคปากและเท้าเปื่อย ภูมิภาคเอเชียตะวันออกเฉียงใต้,โรคปากเท้าเปื่อย,ราชการ,,Mouth and Feet,Healthcare,false,,155007,,
zcrm_4312195000052702092,บริษัท วีว่าวาเลอรี่ จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Personal care,ZH-VIV,zcrm_4312195000038387207,บริษัท วีว่าวาเลอรี่ จำกัด,สบู่,เอกชน,Manufacturing,,Consumer Goods,false,,155006,,
zcrm_4312195000052702093,โรงพยาบาลขอนแก่นราม,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-HP-KKR,zcrm_4312195000038322649,บริษัท โรงพยาบาลขอนแก่น ราม จำกัด,,ราชการ,,,Hospital,false,,155002,,
zcrm_4312195000052702094,มหาวิทยาลัยขอนแก่น คณะแพทยศาสตร์ โรงพยาบาลศรีนครินทร์,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:33:19,2023-03-16 14:33:19,THB,,,,true,,,,ZH-KKU-SNGR,zcrm_4312195000038322507,โรงพยาบาลศรีนครินทร์ คณะแพทยศาสตร์ มหาวิทยาลัยขอนแก่น,,ราชการ,,,Hospital,false,,155001,,
zcrm_4312195000052702095,Syntech Innovation,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-SYN,zcrm_4312195000038303954,บริษัท ซินเทค อินโนเวชั่น จำกัด,"เครื่องมือวิทยาศาสตร์,ซ่อมเครื่อง",เอกชน,Distribution,,Scientific Distributor,false,https://www.syntechinnovation.com/2014-12-16-08-54-06.html,155004,,
zcrm_4312195000052702096,"ALS Laboratory Group (Thailand) Co., Ltd.",zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Multiple,ZH-ALS,zcrm_4312195000038303750,บริษัท เอแอลเอส แลบอราทอรี กรุ๊ป (ประเทศไทย) จำกัด,"Analytical Services(Food & Misc, Industrial, Environmental : Water, Wastewater, Air ) Technical Consultancy & Training Services",เอกชน,Lab Service,,Lab service,false,,155003,,
zcrm_4312195000052702097,บริษัท เคมแล็บ เซอร์วิสเซส (ประเทศไทย) จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Environment,ZH-CLSV,zcrm_4312195000038294460,บริษัท เคมแล็บ เซอร์วิสเซส (ประเทศไทย) จำกัด,environment lab test,เอกชน,Lab Service,,Lab service,false,,154002,,
zcrm_4312195000052702098,TUV Nord,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Multiple,ZH-TUVN,zcrm_4312195000038294107,บริษัท ทูฟ นอร์ด (ประเทศไทย) จำกัด,certification body and lab testing for multiple industries,เอกชน,Lab Service,,Lab service,false,https://www.tuv-nord.com/th/en/home/,154001,,
zcrm_4312195000052702099,บริษัท เอพลัส อัลไลแอนซ์ จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Cosmetic,ZH-APL,zcrm_4312195000038139052,บริษัท เอพลัส อัลไลแอนซ์ จำกัด,OEM ผลิตเครื่องสำอางค์,เอกชน,Manufacturing,Cosmetic,Cosmetic,false,https://www.facebook.com/profile.php?id=100054553310296,153001,,
zcrm_4312195000052702100,การยาสูบแห่งประเทศไทย,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Tobacco,ZH-TOB,zcrm_4312195000037924804,การยาสูบแห่งประเทศไทย,บุหรี่,รัฐวิสาหกิจ,Manufacturing,,Consumer Goods,false,,152087,,
zcrm_4312195000052702101,บริษัท อะควาคลีนแอนด์เคมีคอล จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Water,ZH-DL-AQ001,zcrm_4312195000037690092,บริษัท อะควาคลีนแอนด์เคมีคอล จำกัด,water treatement,เอกชน,Water treatment,,Water Utilities,false,,152085,,
zcrm_4312195000052702102,บริษัท ไซน์แองเกิล จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Scientific Instrument,ZH-DL-SA002,zcrm_4312195000037356348,บริษัท ไซน์แองเกิล จำกัด,"เครื่องมือวิทยาศาสตร์,เครื่องแก้วทดลอง",เอกชน,Distribution,,Scientific Distributor,false,,152084,,
zcrm_4312195000052702103,CoolWool,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-DL-KW001,zcrm_4312195000037356059,บริษัท คูล วูล จำกัด,เครื่องมือวัดคุณภาพอาหาร,เอกชน,Distribution,,Scientific Distributor,false,http://www.coolwoolth.com/contactus.aspx,152082,,
zcrm_4312195000052702104,PMC Technology,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-PMC,zcrm_4312195000037105001,บริษัท พีเอ็มซี เทคโนโลยี จำกัด,motion control,เอกชน,,Industrial Instrument,Manufacturing,false,http://www.pmc-technology.com/,152080,,
zcrm_4312195000052702105,PB Precision Med,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-PBP,zcrm_4312195000036978679,บริษัท พีบี พรีซิชั่น เมด จำกัด,oncology diagnostic,เอกชน,Lab Service,,Lab service,false,https://www.pbprecisemed.com/,152079,,
zcrm_4312195000052702106,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี คณะวิศวกรรมศาสตร์ ภาควิชาวิศวกรรมเครื่องมือและวัสดุ,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:33:19,2023-03-16 14:33:19,THB,,,,true,วิศวกรรมเครื่องมือและวัสดุ,วิศวกรรมศาสตร์,Scientific Instrument,ZH-KMUTT-TME,zcrm_4312195000036842886,ภาควิชาวิศวกรรมเครื่องมือและวัสดุ คณะวิศวกรรมศาสตร์ มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,,ราชการ,,,University,false,,152078,,
zcrm_4312195000052702107,มหาวิทยาลัยศรีนครินทรวิโรฒ ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:33:19,2023-03-16 14:33:19,THB,,,,true,,,Medicine,ZH-SWU-PCMC,zcrm_4312195000036658221,ศูนย์การแพทย์ปัญญานันทภิกขุ ชลประทาน มหาวิทยาลัยศรีนครินทรวิโรฒ,,ราชการ,,,University,false,,152077,,
zcrm_4312195000052702108,"Nippon Seiro (Thailand) Co.,Ltd.",zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-SEIRO,zcrm_4312195000036520001,"Nippon Seiro (Thailand) Co.,Ltd.",petroleum wax,เอกชน,Manufacturing,,Chemical manufacturer,false,https://nippon-seiro-thailand-co-ltd.business.site/,152076,,
zcrm_4312195000052702109,บริษัท ซิก้า (ประเทศไทย) จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Adhesive,ZH-SIKA,zcrm_4312195000036201041,บริษัท ซิก้า (ประเทศไทย) จำกัด,adhesive and construction chemicals,เอกชน,Manufacturing,,Chemical manufacturer,false,https://tha.sika.com/,152075,,
zcrm_4312195000052702110,บริษัท โปเมด โซลูชั่น จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Alcohol Equipment,ZH-PME,zcrm_4312195000036123625,บริษัท โปเมด โซลูชั่น จำกัด,สอบเทียบเครื่องมือวัดแอลกอฮอล์,เอกชน,Professional service,,Lab service,false,https://www.pomedsolution.co.th/site/,152074,,
zcrm_4312195000052702111,AGC Vinythai Public Company Limited.,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Chlor-alkali,ZH-AGC-VIN,zcrm_4312195000036104330,AGC Vinythai Public Company Limited.,chlor-alkali products,เอกชน,Manufacturing,,Chemical manufacturer,false,https://agcvinythai.com/th/products-th/,152073,,
zcrm_4312195000052702112,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี คณะวิทยาศาสตร์,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:33:19,2023-03-16 14:33:19,THB,,,,true,,วิทยาศาสตร์,,ZH-KMUTT-SC,zcrm_4312195000036012509,คณะวิทยาศาสตร์ มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,,ราชการ,,,University,false,,152072,,
zcrm_4312195000052702113,The Center for Ocean Plastic Studies,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Environment,ZH-CU-COPS,zcrm_4312195000035935520,The Center for Ocean Plastic Studies,plastic waste in ocean research,ราชการ,R&D,Environment,Research center,false,,152071,,
zcrm_4312195000052702114,บริษัท ไบโอเคม ไซเทค จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Scientific Instrument,ZH-DL-BO009,zcrm_4312195000035782638,บริษัท ไบโอเคม ไซเทค จำกัด,"เครื่องมือวิทยาศาสตร์,ชุดตรวจสอบอาหาร,สารเคมี",เอกชน,Distribution,,Scientific Distributor,false,https://bcst.co.th/,152070,,
zcrm_4312195000052702115,Huve Pharma,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-HVP,zcrm_4312195000035724283,บริษัท ฮูเวฟาร์มา (ประเทศไทย) จำกัด,ผลิตสารอาหารและยาเพื่อคนและสัตว์,เอกชน,Manufacturing,,Pharmaceutical,false,https://www.huvepharma.com/products/,152069,,
zcrm_4312195000052702116,NEOVANCE LTD.,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Nutrition,ZH-NEV,zcrm_4312195000035593407,NEOVANCE LTD.,feed and drinking water for agricultual and aquaculture,เอกชน,Health,,Agricultural,false,,152068,,
zcrm_4312195000052702117,Lotus Gemology,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Gem,ZH-LOT,zcrm_4312195000035397572,บริษัท โลตัส เจมโมโลจี จำกัด,gem testing lab,เอกชน,Lab Service,,Lab service,false,https://www.lotusgemology.com/,152067,,
zcrm_4312195000052702118,บริษัท ที.จี.คอนโทรล จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-TG,zcrm_4312195000035172899,บริษัท ที.จี.คอนโทรล จำกัด,"drive (motor), energy management",เอกชน,,Industrial Instrument,Manufacturing,false,https://www.tgcontrol.com/en/about-us-2/,152066,,
zcrm_4312195000052702119,บริษัท โกลบอล เอเนอร์ยี ออบิท จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-GEO,zcrm_4312195000034909961,บริษัท โกลบอล เอเนอร์ยี ออบิท จำกัด,ship service,เอกชน,,Maintenance,Commercial & Professional Services,false,https://geo-thailand.com/a-shipoffshore/,152065,,
zcrm_4312195000052702120,Stratum Reservior,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-STT,zcrm_4312195000034851462,บริษัท สตราตัม เรเซอร์ฟวา (ประเทศไทย) จำกัด,reservior lab service,เอกชน,Lab Service,,Lab service,false,https://www.stratumreservoir.com/services/lab-services/,152064,,
zcrm_4312195000052702121,บริษัท อินซูเลชั่น เอ็นจิเนียริ่ง แอนด์ คอนซัลแทนท์ จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-INU,zcrm_4312195000034687202,บริษัท อินซูเลชั่น เอ็นจิเนียริ่ง แอนด์ คอนซัลแทนท์ จำกัด,engineering service,เอกชน,,Engineering service,Commercial & Professional Services,false,,152063,,
zcrm_4312195000052702122,สำนักอนามัย กรุงเทพมหานคร,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-BMAH,zcrm_4312195000034356649,สำนักอนามัย กรุงเทพมหานคร,อนามัย,ราชการ,,,Healthcare,false,,152062,,
zcrm_4312195000052702123,บริษัท อัคคีปราการ จำกัด (มหาชน),zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-AKP,zcrm_4312195000034304192,บริษัท อัคคีปราการ จำกัด (มหาชน),"เตาเผาขยะ,ควบคุมมลพิษ",เอกชน,,,Waste management,false,http://www.akkhie.com/index.php,152060,,
zcrm_4312195000052702124,Gunkul,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Electricity,ZH-GUN,zcrm_4312195000034158580,บริษัท กันกุลเอ็นจิเนียริ่ง จำกัด (มหาชน),"renewable energy, electricity",เอกชน,Manufacturing,Electricity,Energy,false,https://www.gunkul.com/th,152059,,
zcrm_4312195000052702125,Coco Rising,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,RTD,ZH-COCO,zcrm_4312195000033932952,บริษัท โคโค่ ไรซิ่ง จำกัด,<ZICO company> น้ำมะพร้าว,เอกชน,Manufacturing,RTD,Food and Beverage,false,https://zico.com/,152057,,
zcrm_4312195000052702126,มหาวิทยาลัยราชภัฎสวนสุนันทา (วิทยาเขตสมุทรสงคราม),zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:33:19,2023-03-16 14:33:19,THB,,,,true,,,,ZH-SSRU-SS,zcrm_4312195000033846989,มหาวิทยาลัยราชภัฎสวนสุนันทา (วิทยาเขตสมุทรสงคราม),,ราชการ,,,University,false,,152056,,
zcrm_4312195000052702127,Polyplex Corporation Limited.,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-PCL-PTL,zcrm_4312195000033666698,Polyplex (Thailand) Public Company Limited,indian leading PET film (polyethylene telephthalate) manufacturer,เอกชน,,,Plastic and Rubber,false,https://www.polyplex.com/,152055,,
zcrm_4312195000052702128,Precious Dragon Technology Thai Limited,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Paint,ZH-PDT,zcrm_4312195000033666149,Precious Dragon Technology Thai Limited,"สีสเปรย์,ผลิตภัณฑ์รักษาความเงางาม",เอกชน,Manufacturing,,Chemical manufacturer,false,,152054,,
zcrm_4312195000052702129,บริษัท เอ็นเฮลท์ โนโวยีน จีโนมิกส์ จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-NH,zcrm_4312195000033599183,บริษัท เอ็นเฮลท์ โนโวยีน จีโนมิกส์ จำกัด,"<เครือ BDMS> ศูนย์วิเคราะห์ DNA, genetic",เอกชน,,Medical,Healthcare,false,https://www.bdms.co.th/newsroom/bdms-nng,152053,,
zcrm_4312195000052702130,บริษัท เอ็นซิสเท็กส์ จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,Pesticide,ZH-ENS,zcrm_4312195000033223381,บริษัท เอ็นซิสเท็กส์ จำกัด,ผลิตเคมีสำหรับแมลง,เอกชน,Manufacturing,,Chemical manufacturer,false,http://www.ensystex.co.th/,152051,,
zcrm_4312195000052702131,บริษัท แล็บ ไดเร็ค จำกัด,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-DL-LD001,zcrm_4312195000033001285,บริษัท แล็บ ไดเร็ค จำกัด,เวชภัณฑ์,เอกชน,Distribution,,Scientific Distributor,false,,152049,,
zcrm_4312195000052702132,โรงเรียนไทรทองอุปถัมภ์,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:21:50,,THB,,,,false,,,,ZH-SC-ST,zcrm_4312195000032915599,โรงเรียนไทรทองอุปถัมภ์,,เอกชน,,,School,false,,152048,,
zcrm_4312195000052702133,มหาวิทยาลัยจุฬาลงกรณ์ คณะวิทยาศาสตร์ ศูนย์วิทยาศาสตร์โอมิกส์และชีวสารสนเทศ,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,zcrm_4312195000000245013,Chemical Express SuperAdmin,2023-03-16 14:21:50,2023-03-16 14:33:19,2023-03-16 14:33:19,THB,,,,true,,วิทยาศาสตร์,Omics,ZH-CU-OM,zcrm_4312195000032734842,ศูนย์วิทยาศาสตร์โอมิกส์และชีวสารสนเทศ,,ราชการ,,,University,false,,152047,,
